event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN3027,"08 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Kwun Tong",,"Hong Kong - Kwun Tong",22.3109,114.2233,1,"Radio Free Asia",International,"On 8 November 2019, people gathered at in Kwun Tong District (New Territories, Hong Kong) to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. No further report on this occasion.",0,"crowd size=no report",1611094734
CHN3036,"08 November 2019",2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)",,5,"Police Forces of China (2017-) Hong Kong Police Force","Civilians (China); Journalists (China)",1,15,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,"Radio Free Asia",International,"On 8 November 2019, anti-government demonstrators gathered at Mong Kok in Yau Tsim Mong District (Kowloon City, Hong Kong) at night after the student who fell from a parking lot during a demonstration on 4 November was confirmed to be dead. They blocked roads and destroyed the Mong Kok MTR Station. It was reported that a plain clothes police shot real bullets near Pitt St at Yau Ma Tei. During the demonstration, 9 people in black clothes attacked a photographer at Mongkok, reportedly because the media company for which he worked was pro-government. They attacked the photographer with iron sticks and destroyed the camera. The victim was sent to the hospital. On the same night, commemoration events for the deceased student took place across Hong Kong, and demonstrators walked to streets and blocked roads in multiple districts.",0,"crowd size=no report",1611094734
CHN3028,"08 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Radio Free Asia",International,"On 8 November 2019, people gathered at the shopping districts of Causeway Bay (Wan Chai District, Hong Kong) to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. No further report on this occasion.",0,"crowd size=no report",1611094734
CHN3032,"08 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong",Southern,,"Hong Kong - Southern",22.2484,114.1527,1,"Radio Free Asia",International,"On 8 November 2019, people gathered at Aberdeen in Southern District, Hong Kong, to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. Police fired tear gas to disperse people. No further report on this occasion.",0,"crowd size=no report",1611094734
CHN3250,"08 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong",Eastern,,"Hong Kong - Eastern",22.2821,114.2213,1,RTHK,Subnational,"On 8 November 2019, citizens gathered at Victoria Park in Wan Chai District and marched towards Taikoo Place in Eastern District, Hong Kong in the morning to protest against the government and the mask ban following an online call for 'Walk to Work' rally. They mostly wore black clothes and face masks, chanting 'five demands, not one less'.",0,"crowd size=no report",1611094735
CHN3252,"08 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,RTHK,Subnational,"On 8 November 2019, students gathered at Langham Place shopping mall in Mongkok, Yau Tsim Mong District (Kowloon City, Hong Kong) and marched towards Tai Kok Tsui direction to protest against the government and the mask ban following an online call for 'Walk to School' rally.",0,"crowd size=no report",1611094735
CHN3254,"08 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong","Tai Po",,"Hong Kong - Tai Po",22.4434,114.1646,1,RTHK,Subnational,"On 8 November 2019, people blocked roads in Tai Po District (New Territories, Hong Kong) to demonstrate against the police, due to the controversial police involvement in causing the death of a student who fell from a parking lot during an anti-ELAB demonstration on 4 November. During the same night, demonstrations took place in multiple districts across Hong Kong and it was likely that people were dispersed by the police. No further report on this occasion.",0,"crowd size=no report",1611094735
CHN3257,"08 November 2019",2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)",,5,"Police Forces of China (2017-) Hong Kong Police Force",,1,15,,156,"East Asia",China,"Hong Kong","Yuen Long",,"Hong Kong - Yuen Long",22.4452,114.023,1,RTHK,Subnational,"On 8 November 2019, people blocked roads in Yuen Long District (New Territories, Hong Kong) after the student who fell from a parking lot during a demonstration on 4 November died in hospital. They demonstrated against the police due to the controversial police involvement in causing his fall. Some people set fire at the Locwood MTR Stop in Tin Shui Wai. Police used pepper spray and tear gas to disperse people and arrest several.",0,"crowd size=no report",1611094735
CHN3256,"08 November 2019",2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)",,5,,,0,50,,156,"East Asia",China,"Hong Kong","Wong Tai Sin",,"Hong Kong - Wong Tai Sin",22.3364,114.1987,1,RTHK,Subnational,"On 8 November 2019, people blocked roads in Wong Tai Sin District (Kowloon City, Hong Kong) after the student who fell from a parking lot during a demonstration on 4 November died in hospital and demonstrated against the police due to the controversial police involvement in causing his fall. Police cleared the roads blocks later but demonstrators occupied the roads again after that. No further report on this occasion.",0,"crowd size=no report",1611094735
CHN3251,"08 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Wen Wei Po",Subnational,"On 8 November 2019, nearly 40 members of a Hong Kong NGO named 'Union to Love Hong Kong' gathered at the Hong Kong Police Headquarters in Wan Chai District to protest against the attack of a pro-Beijing Lawmaker on 6 November in Tuen Mun District and requested the police to establish a special committee to investigate the incident to guarantee that the upcoming election would take place in a fair and safe environment.",0,"crowd size=nearly 40",1611094737
CHN3699,"07 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2012-)",,1,16,,156,"East Asia",China,Hebei,Baoding,Dingzhou,Dingzhou,38.5175,114.9894,1,"Ming Pao",National,"On 7 November 2019, more than 30 apartment owners gathered and kneeled on the ground in front of the government offices of Dingzhou City (Baoding City, Hebei Province) to demand government action in solving their problems regarding their residence. Police arrived and called 4 of them to the police office for disturbing public order. There was no further report on this event.",0,"crowd size=more than 30",1618527504
CHN5728,"07 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Tibetan Ethnic Group (China); Buddhist Group (China)",6,"Police Forces of China (2012-)",,1,16,,156,"East Asia",China,Sichuan,Ganzi,Shiqu,Shiqu,32.979,98.1029,1,"Voice of Tibet; Tibetan Review",International,"On 7 November 2019, four Tibetan monks from the Dza Wonpo Ganden Shedrub Monastery staged a protest in front of the local government building of Dza Wonpo Village, Shiqu County (Garze Tibetan Autonomous Region, Sichuan Province). They called for freedom, human rights, protection of locals' rights, and an end to political campaigns, after local Tibetans were forced to resettle and put up pictures of President Xi by Chinese officials. All four were arrested. One more monk was later taken away by the police on the same day in relation to this protest, while other monk was arrested on 18 November for posting online in support of those arrested.",0,"crowd size=4",1618527569
CHN3023,"07 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China); Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sai Kung",,"Hong Kong - Sai Kung",22.307,114.2605,1,"Radio Free Asia; Ming Pao",Subnational-International,"On 7 November 2019, students at the Hong Kong University of Science and Technology, Sai Kung District (New Territories, Hong Kong) protested against the university and government by refusing to bow to the President of the university board. When the Chinese national anthem was played during the ceremony, at least 30 students chanted 'liberate Hong Kong, revolution of our time'. Some students walked to the stage to receive their degrees with their hands up in the air signalling the five demands. There were also students showing pictures of the injured student who fell from a parking lot on 4 November to urge the university to take further supportive action.",0,"crowd size=at least 30",1611094729
CHN3024,"07 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China); Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sha Tin",,"Hong Kong - Sha Tin",22.3779,114.1981,1,"Ming Pao; Radio Free Asia; HKFP",Subnational-International,"On 7 November 2019, several hundred of students at the Chinese University of Hong Kong, Sha Tin District (New Territories, Hong Kong) wore Guy Fawkes or other masks to graduation day to demonstrate against the mask ban and call on the government to meet the five demands, especially the demand for fully democratic elections. Some students chanted slogans before the graduation ceremony, and a student possibly from the mainland pointed at others with a knife. He was taken away by security. When Chinese national anthem was played during the ceremony, some students turned their back to the stage and chanted 'liberate Hong Kong, revolution of our time'. Banners were displayed around the campus stating 'We are not afraid of their guns, but they are afraid of our cameras' and 'Heaven slays the Communist Party' etc.",0,"crowd size=several hundred",1611094729
CHN3025,"07 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China); NPP: New People's Party; DAB: Democratic Alliance for the Betterment and Progress of Hong Kong",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Ming Pao",Subnational,"On 7 November 2019, members of pro-Beijing parties (including the HKFTU, NPP and DAB) in Hong Kong staged a silent march protest from the Admiralty to the Harbour Centre in Wan Chai District. The protest was held to urge the government to maintain a safe and peaceful environment for the upcoming district election in Hong Kong. These party members also visited the hospital at night to support the pro-Beijing lawmaker who was attacked on 6 November.",0,"crowd size=no report",1611094734
CHN3249,"07 November 2019",2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)","Five Demands Movement",5,,,0,50,,156,"East Asia",China,"Hong Kong","Kwun Tong",,"Hong Kong - Kwun Tong",22.3109,114.2233,1,RTHK,Subnational,"On 7 November 2019, anti-ELAB demonstrators vandalised some shops in Sau Mau Ping Shopping Centre in Kwun Tong District (Kowloon City, Hong Kong) following an online call. They broke the windows of a shop, and damaged properties of a restaurant. They also spray-painted the shops with 'red capital'. No further report on this occasion.",0,"crowd size=no report",1611094735
CHN3019,"06 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jilin,Changchun,Chaoyang,Chaoyang,43.8334,125.2879,2,"CLB (China)",Other,"On 6 November 2019, dozens of workers from a private company in Changchun City (Jilin Province) gathered at the company site to demand wage arrears owed by the company. Most of the workers were disabled and they had not been paid for almost 12 months.",0,"crowd size=dozens",1618527461
CHN3020,"06 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hebei,Langfang,Guangyang,Guangyang,39.5225,116.7112,2,"CLB (China)",Other,"On 6 November 2019, at least 3 workers from a construction company in Langfang City (Hebei Province) gathered to demand wage arrears owed by the company. They put out a large banner on the street.",0,"crowd size=at least 3",1618527461
CHN3021,"06 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Anhui,Chuzhou,Langya,Langya,32.2946,118.3058,2,"CLB (China)",Other,"On 6 November 2019, 7-8 workers from a construction company in Chuzhou City (Anhui Province) gathered at the estate site to demand wage arrears owed by the company. They blocked the estate entrance with their cars. After the local police advised them to demonstrate in a reasonable and legal manner, the workers moved their cars away. The police also helped get in touch with the comapny and they agreed to pay the wages in a few days.",0,"crowd size=7-8",1618527461
CHN3022,"06 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Zhejiang,Jinhua,Yiwu,Yiwu,29.3068,120.0751,1,"CLB (China)",Other,"On 6 November 2019, at least 3 workers staged a sit-in outside of the government offices in Yiwu City (Jinhua City, Zhejiang Province) to demand government intervention in getting back their wage arrears owed by a logistic company.",0,"crowd size=at least 3",1618527462
CHN3247,"06 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2012-)",,1,16,,156,"East Asia",China,Fujian,Fuzhou,Cangshan,Taijiang,26.0528,119.3141,1,CRLW,Other,"On 6 November 2019, 3 people went to the Fuzhou No. 1 Hospital in Taijiang District (Fuzhou City, Fujian Province) to protest against the death of their family member who allegedly died in the hospital due to the misconduct of the doctor and the hospital. The hospital's security personnel and employees threatened them before police arrived at the scene. The police tried to take away their banner and threatened them to leave.",0,"crowd size=3",1618527479
CHN3245,"06 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sha Tin",,"Hong Kong - Sha Tin",22.3779,114.1981,1,"Inmediahk.net; RTHK",Subnational,"On 6 November 2019, 400 to 500 students at the Chinese University of Hong Kong, Sha Tin District (New Territories, Hong Kong) marched on campus to support the students arrested during the recent anti-government demonstrations, protest against the police use of force, and urge the university president to stand by the students. They marched for 1 hour and dispersed.",0,"crowd size=400 to 500",1611094729
CHN3244,"06 November 2019",2019,1,"Political violence",Riots,"Mob violence","Rioters (China)","Students (China)",5,"Civilians (China)","Students (China)",7,57,"Civilian targeting",156,"East Asia",China,"Hong Kong","Sai Kung",,"Hong Kong - Sai Kung",22.307,114.2605,1,RTHK,Subnational,"On 6 November 2019, Mainland students at the Hong Kong University of Science and Technology, Sai Kung District (New Territories, Hong Kong) were attacked by other Hong Kong students, while they were leaving a meeting with the university's president. The president was showing clips from the recent anti-ELAB demonstrations while the Mainland students exited the meeting venue, where some pushing and shoving started between both groups. During this time, someone yelled a colloquial Hong Kong phrase meaning 'to settle (things) privately' and the Mainland students were assaulted. It was reported that at least 4 students were injured. This incident happened during the months of anti-ELAB demonstrations where anti-Mainland China sentiments were at its peak.",0,"crowd size=no report",1611094735
CHN3246,"06 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","DHKC: Defend Hong Kong Campaign",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Wen Wei Po",Subnational,"On 6 November 2019, more than 30 citizens from the Defend Hong Kong Campaign petitioned at the Registration and Electoral Office in Wan Chai District (Hong Kong) after the attack of a pro-Beijing lawmaker in Tuen Mun on the same day. They demanded the government to respond to the attack and make sure that the upcoming election would take place in a safe and fair environment.",0,"crowd size=more than 30",1611094737
CHN3018,"06 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Labor Group (China)",6,"Unidentified Armed Group (China)",,3,36,,156,"East Asia",China,Hebei,Handan,Congtai,Congtai,36.6364,114.4928,2,"CLB (China)",Other,"On 6 November 2019, some workers from a state-owned construction company in Handan City (Hebei Province, coded as Congtai) demanded wage arrears owed by the company and the workers' sleeping area was run over by a car. The workers claimed that someone was injured as a result. There was no further report on this event.",0,"crowd size=some",1700602885
CHN3012,"05 November 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hubei,Wuhan,Jiangan,Jiang'an,30.6001,114.309,2,"CLB (China)",Other,"As reported on 5 November 2019, at least 10 employees from a hospital in Wuhan City (Hubei Province) gathered at the hospital site to ask for settlement as the hospital had closed down. They put out large banners on the hospital building.",0,"crowd size=at least 10",1618527461
CHN3014,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Tianjin,Jinghai,Jinghai,Taitou,39.0219,116.7885,1,"CLB (China)",Other,"On 5 November 2019, dozens of construction workers gathered at government offices in Taitou town, Jinghai County (Tianjin) to ask the government to intervene in getting back their wage arrears owed by a construction project in the town.",0,"crowd size=dozens",1618527461
CHN3013,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hainan,Danzhou,Danzhou,"Nada Town",19.515,109.5464,2,"CLB (China)",Other,"On 5 November 2019, nearly 40 employees at a restaurant in Danzhou prefectural city (Hainan Province) gathered to demand wage arrears owed by the restaurant owner. They had not been paid for two months.",0,"crowd size=nearly 40",1618527461
CHN3240,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,Shaanxi,Xian,Yanta,Beilin,34.231,108.9341,1,Weiquanwang,Other,"On 5 November 2019, more than 300 residents from an estate in Shaanxi Province went to the Xi'an City petition offices in Beilin District to demand the government to take more actions against their estate developing company which had failed to issue the residents their property certificates for more than 6 years and failed to maintain the management and services at the estate.",0,"crowd size=more than 300",1618527479
CHN3016,"05 November 2019",2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)","Five Demands Movement",5,"Police Forces of China (2017-) Hong Kong Police Force",,1,15,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,"Ming Pao; RTHK; Radio Free Asia",Subnational-International,"On 5 November 2019, hundreds to more than 1,000 anti-government demonstrators wearing Guy Fawkes masks from the 'V for Vendetta' movie took to the streets in Tsim Sha Tsui (Yau Tsim Mong District, Hong Kong) to demonstrate against the masks ban imposed by the government a month ago. They also raised their hands signalling the five demands. Some pro-government shops were vandalised by some demonstrators. Police fired water cannons to disperse people until midnight.",0,"crowd size=hundreds to more than 1,000",1611094729
CHN3011,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sham Shui Po",,"Hong Kong - Sham Shui Po",22.3289,114.1586,1,"Ming Pao",Subnational,"On 5 November 2019, at least 150 students at Ying WA College at Cheung Sha Wan (Sham Shui Po District, Hong Kong) staged a sit-in protest in the morning outside the school building to protest against the mask ban imposed by the government a month ago. They all wore the masks from 'V for Vendetta' movie, sat for an hour, and then went back to classes.",0,"crowd size=at least 150",1611094734
CHN3015,"05 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong","Sai Kung",,"Hong Kong - Sai Kung",22.307,114.2605,1,"Ming Pao",Subnational,"On 5 November 2019, more than 100 people gathered at Kwong Ming Court, Tseung Kwan O (Sai Kung District, Hong Kong) to support the student who fell from the nearby parking lot during a demonstration on 4 November. Police fired tear gases around 11pm to disperse the crowd.",0,"crowd size=more than 100",1611094734
CHN3010,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Teachers (China); Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong",Eastern,,"Hong Kong - Eastern",22.2821,114.2213,1,"Radio Free Asia",International,"On 5 November 2019, nearly 100 teachers, students and alumni at Shue Yan University at North Point in Eastern District, Hong Kong, gathered at noon on campus to protest against the police's abuse of force and support a student who was a volunteer paramedic and got seriously burned by tear gas during the anti-government demonstration on 2 November. The university had sent a letter to the police and would follow up within 7 days.",0,"crowd size=nearly 100",1611094734
CHN3241,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","DHKC: Defend Hong Kong Campaign",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Wen Wei Po",Subnational,"On 5 November 2019, more than 1,000 members of the Defend Hong Kong Campaign marched to the Hong Kong Police Headquarter in Wan Chai District to show support for the police and ask the police to enforce the law and recover order in Hong Kong. They circled the police headquarters for one round with Chinese national flags in hand.",0,"crowd size=more than 1,000",1611094737
CHN3009,"05 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangdong,Guangzhou,Huangpu,Huangpu,23.1782,113.4973,1,"CLB (China)",Other,"On 5 November 2019, 20-30 workers from a state owned energy company in Huangpu District (Guangzhou City, Guangdong Province) gathered to demand wage arrears owned by the company.",0,"crowd size=20-30",1618527461
CHN3006,"04 November 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Guangxi,Yulin,Yuzhou,Yuzhou,22.6281,110.1511,2,"CLB (China)",Other,"As reported on 4 November 2019, a dozen workers from China Gas Holdings, a state owned corporation, in Yulin City (Guangxi Zhuang Autonomous Region) gathered to demand wage arrears owed by the company.",0,"crowd size=a dozen",1618527460
CHN3005,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Shangqiu,Yucheng,Yucheng,34.4025,115.8405,1,"CLB (China)",Other,"On 4 November 2019, 15 to 20 workers from a textile factory in Yucheng county (Shangqiu City, Henan Province) gathered at the factory office to ask for unpaid wages.",0,"crowd size=15 to 20",1618527460
CHN3004,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Zhejiang,Jinhua,Pujiang,Pujiang,29.4528,119.8927,1,"CLB (China)",Other,"On 4 November 2019, 60 workers from a shoe factory gathered outside of the court in Pujiang county (Jinhua City, Zhejiang Province) as the factory was declared bankruptcy. They demanded wage arrears owed by the factory owner.",0,"crowd size=60",1618527460
CHN3001,"04 November 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Shandong,Weifang,Changyi,Changyi,36.8585,119.3988,1,"CLB (China)",Other,"As reported on 4 November 2019, at least 5 workers from a clothes factory in Changyi City (Weifang City, Shandong Province) gathered to demand wage arrears.",0,"crowd size=at least 5",1618527460
CHN3007,"04 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong",Eastern,,"Hong Kong - Eastern",22.2821,114.2213,1,"Ming Pao; RTHK",Subnational,"On 4 November 2019, nearly 100 of citizens gathered at the service centre of Taikoo Shing in Eastern District (Hong Kong) to ask the mall staff to clarify whether there were demonstrators vandalising the mall during the night before as alleged by the police. Shortly after the gathering, police entered the mall and arrested two citizens. People shouted 'disband the police'. There was no further violence reported from the protesters except that they tried to block the elevators with trash bins.",0,"crowd size=nearly 100",1611094729
CHN3237,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","HKCTU: Hong Kong Confederation of Trade Unions; Labor Group (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"HK01; The Stand News",Subnational,"On 4 November 2019, nearly 20 members of the Hong Kong Social Workers' General Union, a member organisation of the Hong Kong Confederation of Trade Unions, marched from the Hong Kong Police Headquarter to the government headquarters in Central and Western District (Hong Kong) to protest against the police's increased use of force in the recent crackdowns of anti-government demonstrations. They aimed to deliver a petition letter to the Director of the Labour and Welfare Bureau and demand the government to respond to the arrested and beaten social workers during demonstrations.",0,"crowd size=nearly 20",1611094729
CHN3000,"04 November 2019",2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Beijing,Chaoyang,Chaoyang,"Beijing - Chaoyang",39.9213,116.4379,1,"CLB (China)",Other,"As reported on 4 November 2019, nearly 30 employees from an agriculture company gathered at the company headquarters in Chaoyang District (Beijing) to demand wage arrears owed by the company. They held two large banners outside of the office building.",0,"crowd size=nearly 30",1618527460
CHN3238,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Tuen Mun",,"Hong Kong - Tuen Mun",22.3919,113.9748,1,HK01,Subnational,"On 4 November 2019, nearly 200 students at Po Leung Kuk Tang Yuk Tien College in Tuen Mun District (New Territories, Hong Kong) gathered at the college gate to support one schoolmate who was a volunteer paramedic and got burned by tear gas during the demonstration on 2 November. They also condemned the police's abuse of force and urged the college to respond with more support for the students.",0,"crowd size=nearly 200",1611094732
CHN3002,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sai Kung",,"Hong Kong - Sai Kung",22.307,114.2605,1,"Radio Free Asia",International,"On 4 November 2019, hundreds of students at the Hong Kong University of Science and Technology, Sai Kung District (New Territories, Hong Kong) gathered at night on campus to urge the university to condemn the police for delaying the ambulance to rescue the student who fell from a parking lot during the clash that occurred in the early morning of the same day at Tseung Kwan O.",0,"crowd size=hundreds",1611094734
CHN3003,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Journalists (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Radio Free Asia",International,"On 4 November 2019, 6 Hong Kong journalists staged a silent protest during a press conference held by the Hong Kong Police in Wan Chai District against the increased violence against media staff during the recent crackdowns of anti-government demonstrations. They each carried a large character on their safety helmets and formed 'Investigate police violence, stop police lies'. The press conference was interrupted and had to be stopped in the middle.",0,"crowd size=6",1611094734
CHN3239,"04 November 2019",2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)",,6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong","Yuen Long",,"Hong Kong - Yuen Long",22.4452,114.023,1,RTHK,Subnational,"On 4 November 2019, anti-government demonstrators confronted the police just after midnight during the early hours of the day near Castle Pead Road in Yuen Long District (New Territories, Hong Kong). Police used pepper spray to disperse people. No further report on this occasion. Anti-government demonstrations took place in multiple districts across Hong Kong on 3 November 2019 against the police's excessive use of force.",0,"crowd size=no report",1611094735
CHN3008,"04 November 2019",2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)","Five Demands Movement; Students (China)",5,"Police Forces of China (2017-) Hong Kong Police Force",,1,15,,156,"East Asia",China,"Hong Kong","Sai Kung",,"Hong Kong - Sai Kung",22.307,114.2605,1,"Deutsche Welle; Radio Free Asia; Ming Pao",Subnational-International,"On 4 November 2019, anti-government demonstrators clashed with the police at Tseung Kwan O, Sai Kung District (New Territories, Hong Kong) around midnight and lasted until early morning of 4 November. Demonstrators blocked roads and burned trash on streets. Police fired tear gas to disperse people and chased some demonstrators until a nearby residence area. Residents heard gunshots and refused to let the police enter the estate. In the middle of the chaos, a student from the Hong Kong University of Science and Technology fell from the 3rd floor to the 2nd floor in a parking lot allegedly while trying to escape tear gas fired by riot police and got seriously injured. He died later on 8 November in hospital. This demonstration took place within the broader context of ongoing demonstrations sparked by the Extradition Bill.",0,"crowd size=no report",1643150991
CHN12846,"04 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,Beijing,Changping,Changping,Nankou,40.2359,116.1248,1,"Epoch Times",International,"On 4 November 2019, property owners held banners and chanted slogans outside the district government building in Nankou town (Changping, Beijing) to demand that the government withdraws its plans to redevelop their village.",0,"crowd size=no report",1683045346
CHN2993,"03 November 2019",2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jilin,Changchun,Erdao,Erdao,43.8657,125.374,1,"CLB (China)",Other,"On 3 November 2019, dozens of construction workers gathered at an estate in Erdao District (Changchun City, Jilin Province) to demand wage arrears.",0,"crowd size=dozens",1618527460
