,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,inter2,interaction,iso,region,country,admin1,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,related_ep
1284,CHN3266,2019-11-11,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement,6,1,16,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Radio Free Asia,International,"On 11 November 2019, citizens blocked roads at Tseung Kwan O in Sai Kung District (New Territories, Hong Kong) to demonstrate against the police brutality in the crackdowns of recent demonstrations. Police entered residence areas to arrest people and fired tear gas in residence areas and schools and kindergartens. No violence by the demonstrators was reported on this occasion. This was part of many demonstrations held in multiple districts across Hong Kong on the same day following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality.",0,crowd size=no report,1611094734,yes
1285,CHN3272,2019-11-11,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement; Students (China),5,1,15,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Radio Free Asia,International,"On 11 November 2019, students at the Hong Kong Polytechnic University at Hung Hom in Kowloon City District (Hong Kong) set fire to debris and set up roadblocks on campus, and tried to stop the police from entering the campus to arrest demonstrators. Police fired tear gases and bean bag rounds to disperse students and arrested at least 1 person on campus. This was part of many demonstrations held in multiple districts across Hong Kong on the same day following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality. Police also clashed with students in several other universities, including the Chinese University of Hong Kong and the University of Hong Kong.",0,crowd size=no report,1611094734,yes
1286,CHN3267,2019-11-11,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement,6,1,16,156,East Asia,China,Hong Kong,Tai Po,22.4434,114.1646,1,Radio Free Asia,International,"On 11 November 2019, citizens blocked roads and traffic near Tai Po Tai Wo Rd in Tai Po District (New Territories, Hong Kong) to demonstrate against the police brutality in the crackdowns of recent demonstrations. Police dispersed people with tear gases in the afternoon. No further violence by the demonstrators was reported on this occasion. This was part of many demonstrations held in multiple districts across Hong Kong on the same day following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality.",0,crowd size=no report,1611094734,yes
1287,CHN3270,2019-11-11,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement; Students (China),5,1,15,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia,International,"On 11 November 2019, hundreds of demonstrators filled roads with bricks and chanted slogans in Central and Western District (Hong Kong) to demonstrate against the police brutality in the crackdowns of recent demonstrations. Demonstrators burned trash in the middle of the roads and vandalised pro-government businesses. Police fired a lot of tear gas to disperse people. This was part of many demonstrations held in multiple districts across Hong Kong on the same day following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality. In Western District, students at the University of Hong Kong clashed with the police to prevent them entering the campus. Police once held guns towards a school building but didn't manage to enter the campus.",0,crowd size=hundreds,1611094734,yes
1288,CHN3268,2019-11-11,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement,6,1,16,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Radio Free Asia,International,"On 11 November 2019, citizens blocked roads and traffic at Causeway Bay in Wan Chai District (Hong Kong) to demonstrate against the police brutality in the crackdowns of recent demonstrations. Police dispersed people with tear gases in the afternoon. No violence by the demonstrators was reported on this occasion. This was part of many demonstrations held in multiple districts across Hong Kong on the same day following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality.",0,crowd size=no report,1611094734,yes
1289,CHN3273,2019-11-11,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement; Students (China),5,1,15,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,Radio Free Asia,International,"On 11 November 2019, students at the Chinese University of Hong Kong in Sha Tin District (New Territories, Hong Kong) clashed with the police near a bridge on campus while anti-government and anti-police brutality demonstrations took place in multiple districts across Hong Kong. Police fired tear gases, rubber bullets and arrested at least 4 people. Demonstrators threw petrol bombs back at the police. This was part of many demonstrations held in multiple districts across Hong Kong on the same day following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality. Police also clashed with students in several other universities, including the Hong Kong Polytechnic University and the University of Hong Kong.",0,crowd size=no report,1611094734,yes
1290,CHN3525,2019-11-11,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Five Demands Movement,6,1,16,156,East Asia,China,Hong Kong,Kwun Tong,22.3109,114.2233,1,RTHK,Subnational,"On 11 November 2019, large numbers of people gathered at the APM Mall at Kwun Tong MTR Station in Kwun Tong District (Kowloon City, Hong Kong) since morning to demonstrate against the police brutality in the crackdowns of recent anti-ELAB demonstrations. Police used pepper spray and arrested at least two. This event took place alongside many events the same day in opposition to the ELAB and police brutality.",0,crowd size=large numbers,1611094735,yes
1291,CHN3528,2019-11-11,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Wong Tai Sin,22.3364,114.1987,1,Deutsche Welle; HKFP,Subnational-International,"On 11 November 2019, people took to the streets in Wong Tai Sin District (Kowloon City, Hong Kong) to demonstrate following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality. They built makeshift roadblocks on streets. Police arrested several demonstrators within the district. No further violence was reported on this occasion.",0,crowd size=no report,1643150991,yes
1292,CHN3529,2019-11-11,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Yuen Long,22.4452,114.023,1,HKFP; Deutsche Welle,Subnational-International,"On 11 November 2019, people blocked roads with trash and bins on Tuen Mun Road in Yuen Long District (New Territories, Hong Kong) following an online appeal calling for students, workers and businesses to go on strike, to continue to demonstrate against the extradition bill and increased police brutality. They also built makeshift roadblocks. Police arrested several demonstrators within the district. No further report about violence on this occasion.",0,crowd size=no report,1643150991,yes
1293,CHN5804,2019-11-11,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Health Workers (China),6,0,60,156,East Asia,China,Hong Kong,Eastern,22.2821,114.2213,1,Bastille Post,Subnational,"On 11 November 2019, dozens of medical staff gathered at lunchtime at the lobby of Eastern District Hospital in Eastern District, Hong Kong with black masks to protest against the excessive use of force by the police during the anti-ELAB demonstrations. This was in response to a demonstrator being sent to the hospital in the morning, after he had been shot by the police at close range. They chanted slogans of 'Liberate Hong Kong' and 'Disband the Police'. Some citizens passing by also joined the protest.",0,crowd size=dozens,1646432977,yes
1295,CHN3262,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement; Students (China),5,1,15,156,East Asia,China,Hong Kong,Tsuen Wan,22.3706,114.1131,1,Radio Free Asia; Inmediahk.net,Subnational-International,"On 10 November 2019, anti-ELAB demonstrators (including at least 15-20 students) clashed with police at a 'Shop with You' demonstration event in Tsuen Wan District (New Territories, Hong Kong) near Tai Ho Rd and Sha Tsui Rd at night. Demonstrators burned trash in the middle of roads and destroyed some shops. Police fired multiple rounds of tear gas to disperse people and arrested some people.",0,crowd size=at least 15-20,1611094729,yes
1296,CHN3264,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,7,57,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Ming Pao; Radio Free Asia; HK01,Subnational-International,"On 10 November 2019, anti-ELAB demonstrations took place in multiple districts in Hong Kong including Yau Tsim Mong district (Hong Kong) (coded as Hong Kong-Yau Tsim Mong). It was reported that demonstrators blocked roads near Mongkok and vandalised the area until night. A demonstrator - an off-duty firefighter - was arrested for throwing a Molotov bomb onto the streets. A journalist and a photographer were attacked by demonstrators during the early hours at Mongkok reportedly because the media company for which they worked was pro-government. The demonstrators asked to see the journalist's press pass, before pushing him to the floor and beating the photographer to force the pair to leave the scene.",0,crowd size=no report,1611094729,yes
1297,CHN3265,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Yuen Long,22.4452,114.023,1,Radio Free Asia; RTHK,Subnational-International,"On 10 November 2019, anti-ELAB demonstrations took place in multiple districts in Hong Kong including Yuen Long District (New Territories, Hong Kong). It was reported that demonstrators blocked roads and vandalised the area until night. Some demonstrators escaped into a residence area, King River Villa, at Tin Shui Wai within the district at night. Police entered into the residence, used pepper spray and arrest 12. Two people were injured.",0,crowd size=no report,1611094729,yes
1298,CHN3522,2019-11-10,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,Ming Pao,Subnational,"On 10 November 2019, nearly 100 residents at the Siu Lun Court in Tuen Mun District (New Territories, Hong Kong) had a standoff with the police after 30-50 police entered the estate to search. The residents shouted 'disband the police' and asked the police to leave. Police showed blue-flag warning and pointed their flashes and guns at the residents. After about an hour, the police left. There was no further clash or violence reported.",0,crowd size=nearly 100,1611094733,no
1299,CHN3261,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,0,50,156,East Asia,China,Hong Kong,Tai Po,22.4434,114.1646,1,Radio Free Asia,International,"On 10 November 2019, anti-ELAB demonstrations took place in Tai Po District (New Territories, Hong Kong). It was reported that demonstrators blocked roads near the Tai Po Plaza and vandalised the area until night. No further report about police engagement on this occasion. This was one of many anti-ELAB demonstrations which took place in multiple districts across Hong Kong on the same day.",0,crowd size=no report,1611094734,yes
1300,CHN3259,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,0,50,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Radio Free Asia,International,"On 10 November 2019, anti-ELAB demonstrations took place in multiple districts in Hong Kong including Sai Kung District (New Territories, Hong Kong). It was reported that demonstrators blocked roads near the East Point City at Tseung Kwan O and vandalised the area until night. No further report about police engagement on this occasion.",0,crowd size=no report,1611094734,yes
1301,CHN3258,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,Radio Free Asia,International,"On 10 November 2019, anti-ELAB demonstrators gathered at the Festival Walk in Kowloon City District (Kowloon City, Hong Kong) and situation escalated as police entered the mall and started dispersing people. People threw random stuff to the police and tried to take back the people who were arrested. Police fired tear gas. Both demonstrators and police were injured.",0,crowd size=no report,1611094734,yes
1302,CHN3263,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,0,50,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,Radio Free Asia,International,"On 10 November 2019, anti-ELAB demonstrations took place in multiple districts in Hong Kong including Tuen Mun District (New Territories, Hong Kong). It was reported that demonstrators blocked roads and vandalised the area until night. No further report about police engagement on this occasion.",0,crowd size=no report,1611094734,yes
1303,CHN3260,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,Radio Free Asia,International,"On 10 November 2019, anti-ELAB demonstrators clashed with the police at New Town Plaza and the Sha Tin MTR Station in Sha Tin District (New Territories, Hong Kong). At first, demonstrators folded paper cranes in the New Town Plaza to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November. They also chanted slogans of 'five demands, not one less'. Then, some pro-government businesses in the mall and near the Sha Tin Town Hall were destroyed, and demonstrators continued to clash with the police until midnight.",0,crowd size=no report,1611094734,yes
1304,CHN3521,2019-11-10,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Catholic Christian Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Deutsche Welle,International,"On 10 November 2019, multiple religious groups including the Roman Catholic Diocese of Hong Kong held a praying event at Chater Garden in Central Hong Kong for the recently deceased student who fell from a parking lot during a demonstration on 4 November 2019. In his speech, the bishop of Hong Kong also demanded the government to establish special committee to investigate the student's death and the increasing violence from both the police and demonstrators.",0,crowd size=multiple groups,1643150991,no
1305,CHN3523,2019-11-10,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,North,22.4924,114.1387,1,HK01,Subnational,"On 10 November 2019, more than 100 citizens gathered at a basketball court at Ching Ho Estate at Sheung Shui, North District (Hong Kong) to continue the demonstration sparked by the extradition bill and increased police brutality. Nearly 100 police arrived later, checked people's IDs and arrested at least one. Police also fired tear gas and held guns to threaten people to leave. A nearby pro-establishment district councillor's office was destroyed by some demonstrators. On the same day, clashes between demonstrators and police took place in multiple districts in Hong Kong.",0,crowd size=more than 100; local administrators,1712178757,yes
1307,CHN5277,2019-11-09,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,HK01,Subnational,"On 9 November 2019, past midnight, around 20 people demonstrated outside Block 1 of Beverly Garden, 1 Tong Ming St, Tseung Kwan O, Sai Kung district (Hong Kong) to commemorate the death of anti-ELAB demonstrator who fell in a parking lot during a demonstration on 4 November. They shouted slogans and anti-police sentiments. A resident was kicked, punched and hit with umbrellas after urging demonstrators to be quiet. Police forces arrived and arrested two demonstrators near the scene. The victim was hospitalised for three days after sustained injuries to his head, face, chest and limbs, and requiring 13 stitches on his scalp (location coded as Hong Kong-Sai Kung).",0,crowd size=around 20,1611094732,yes
1308,CHN3037,2019-11-09,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia; Ming Pao,Subnational-International,"On 9 November 2019, 7,500 to 100,000 people gathered at Tamar Park at the Admiralty in Central and Western District, Hong Kong, to commemorate the death of a student who fell from a parking lot during a demonstration on 4 November and protest against the police. This gathering was granted a letter of no objection from the authorities. Some people used 'V for Vendetta' masks, wore black clothes, and used banners such as 'free Hong Kong'. Police checked some people on the streets before the meeting took place and then withdrew from the area. The meeting ended at 8.30pm peacefully.",0,"crowd size=7,500 to 100,000",1629138395,no
1312,CHN3031,2019-11-08,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ming Pao; Radio Free Asia,Subnational-International,"On 8 November 2019, hundreds of citizens gathered in the downtown business district and the nearby Promenade in Central and Western District, Hong Kong to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. Police warned the crowd to leave and arrested one man at the scene.",0,crowd size=hundreds,1611094729,no
1313,CHN3034,2019-11-08,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Students (China); Journalists (China),5,1,15,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Radio Free Asia; Ming Pao,Subnational-International,"On 8 November 2019, students at the Hong Kong University of Science and Technology, Sai Kung District (New Territories, Hong Kong) gathered in the morning on campus to demonstrate against the police after the student who fell from a parking lot during a demonstration on 3 and 4 November was confirmed to be dead. They also demonstrated against the university by marching to the university president's residence place. They shouted outside the residence to demand the university to further investigate the police's use of force. Some students vandalised the campus in the afternoon. In the same district, nearly 100 people gathered to commemorate the student as well. Demonstrators set fire to an electrical control box outside Sheung Tak Plaza and damaged the Tseung Kwan O MTR Station. Police dispersed the crowd at the MTR station with tear gas. A reporter was reportedly hit by rubber bullets during the clashes and taken away for treatment.",0,crowd size=nearly 100,1611094729,no
1314,CHN3035,2019-11-08,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Unknown,5,0,50,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,Ming Pao; Radio Free Asia,Subnational-International,"On 8 November 2019, people gathered at the New Town Plaza in Sha Tin District (New Territories, Hong Kong) to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. Some windows of the mall were destroyed. No further report on this occasion.",0,crowd size=no report,1611094729,no
1315,CHN3255,2019-11-08,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,RTHK; The Stand News,Subnational,"On 8 November 2019, people blocked roads near the Tuen Mun Heung Sze Wui Road in Tuen Mun District (New Territories, Hong Kong) after the student who fell from a parking lot during a demonstration on 4 November died in hospital and demonstrated against the police due to the controversial police involvement in causing his fall. Police dispersed people later near the Tuen Mun Town Hall. No further violence was reported on this occasion.",0,crowd size=no report,1611094729,no
1316,CHN3033,2019-11-08,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Tsuen Wan,22.3706,114.1131,1,Radio Free Asia,International,"On 8 November 2019, people gathered in Tsuen Wan District (New Territories, Hong Kong) to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. Police fired tear gas to disperse people. No further report on this occasion.",0,crowd size=no report,1611094734,no
1317,CHN3027,2019-11-08,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Kwun Tong,22.3109,114.2233,1,Radio Free Asia,International,"On 8 November 2019, people gathered at in Kwun Tong District (New Territories, Hong Kong) to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. No further report on this occasion.",0,crowd size=no report,1611094734,no
1318,CHN3036,2019-11-08,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Unknown,5,1,15,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Radio Free Asia,International,"On 8 November 2019, anti-government demonstrators gathered at Mong Kok in Yau Tsim Mong District (Kowloon City, Hong Kong) at night after the student who fell from a parking lot during a demonstration on 4 November was confirmed to be dead. They blocked roads and destroyed the Mong Kok MTR Station. It was reported that a plain clothes police shot real bullets near Pitt St at Yau Ma Tei. During the demonstration, 9 people in black clothes attacked a photographer at Mongkok, reportedly because the media company for which he worked was pro-government. They attacked the photographer with iron sticks and destroyed the camera. The victim was sent to the hospital. On the same night, commemoration events for the deceased student took place across Hong Kong, and demonstrators walked to streets and blocked roads in multiple districts.",0,crowd size=no report,1611094734,no
1319,CHN3028,2019-11-08,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Radio Free Asia,International,"On 8 November 2019, people gathered at the shopping districts of Causeway Bay (Wan Chai District, Hong Kong) to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. No further report on this occasion.",0,crowd size=no report,1611094734,no
1320,CHN3032,2019-11-08,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Southern,22.2484,114.1527,1,Radio Free Asia,International,"On 8 November 2019, people gathered at Aberdeen in Southern District, Hong Kong, to commemorate the deceased student who fell from a parking lot during a demonstration on 4 November and demonstrate against the police due to the controversial police involvement in causing his fall. Police fired tear gas to disperse people. No further report on this occasion.",0,crowd size=no report,1611094734,no
1321,CHN3250,2019-11-08,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Eastern,22.2821,114.2213,1,RTHK,Subnational,"On 8 November 2019, citizens gathered at Victoria Park in Wan Chai District and marched towards Taikoo Place in Eastern District, Hong Kong in the morning to protest against the government and the mask ban following an online call for 'Walk to Work' rally. They mostly wore black clothes and face masks, chanting 'five demands, not one less'.",0,crowd size=no report,1611094735,yes
1322,CHN3252,2019-11-08,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,RTHK,Subnational,"On 8 November 2019, students gathered at Langham Place shopping mall in Mongkok, Yau Tsim Mong District (Kowloon City, Hong Kong) and marched towards Tai Kok Tsui direction to protest against the government and the mask ban following an online call for 'Walk to School' rally.",0,crowd size=no report,1611094735,no
1323,CHN3254,2019-11-08,2019,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Unknown,6,1,16,156,East Asia,China,Hong Kong,Tai Po,22.4434,114.1646,1,RTHK,Subnational,"On 8 November 2019, people blocked roads in Tai Po District (New Territories, Hong Kong) to demonstrate against the police, due to the controversial police involvement in causing the death of a student who fell from a parking lot during an anti-ELAB demonstration on 4 November. During the same night, demonstrations took place in multiple districts across Hong Kong and it was likely that people were dispersed by the police. No further report on this occasion.",0,crowd size=no report,1611094735,no
1324,CHN3257,2019-11-08,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Unknown,5,1,15,156,East Asia,China,Hong Kong,Yuen Long,22.4452,114.023,1,RTHK,Subnational,"On 8 November 2019, people blocked roads in Yuen Long District (New Territories, Hong Kong) after the student who fell from a parking lot during a demonstration on 4 November died in hospital. They demonstrated against the police due to the controversial police involvement in causing his fall. Some people set fire at the Locwood MTR Stop in Tin Shui Wai. Police used pepper spray and tear gas to disperse people and arrest several.",0,crowd size=no report,1611094735,no
1325,CHN3256,2019-11-08,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Unknown,5,0,50,156,East Asia,China,Hong Kong,Wong Tai Sin,22.3364,114.1987,1,RTHK,Subnational,"On 8 November 2019, people blocked roads in Wong Tai Sin District (Kowloon City, Hong Kong) after the student who fell from a parking lot during a demonstration on 4 November died in hospital and demonstrated against the police due to the controversial police involvement in causing his fall. Police cleared the roads blocks later but demonstrators occupied the roads again after that. No further report on this occasion.",0,crowd size=no report,1611094735,no
1326,CHN3251,2019-11-08,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Wen Wei Po,Subnational,"On 8 November 2019, nearly 40 members of a Hong Kong NGO named 'Union to Love Hong Kong' gathered at the Hong Kong Police Headquarters in Wan Chai District to protest against the attack of a pro-Beijing Lawmaker on 6 November in Tuen Mun District and requested the police to establish a special committee to investigate the incident to guarantee that the upcoming election would take place in a fair and safe environment.",0,crowd size=nearly 40,1611094737,no
1329,CHN3023,2019-11-07,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China); Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Sai Kung,22.307,114.2605,1,Radio Free Asia; Ming Pao,Subnational-International,"On 7 November 2019, students at the Hong Kong University of Science and Technology, Sai Kung District (New Territories, Hong Kong) protested against the university and government by refusing to bow to the President of the university board. When the Chinese national anthem was played during the ceremony, at least 30 students chanted 'liberate Hong Kong, revolution of our time'. Some students walked to the stage to receive their degrees with their hands up in the air signalling the five demands. There were also students showing pictures of the injured student who fell from a parking lot on 4 November to urge the university to take further supportive action.",0,crowd size=at least 30,1611094729,yes
1330,CHN3024,2019-11-07,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China); Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,Ming Pao; Radio Free Asia; HKFP,Subnational-International,"On 7 November 2019, several hundred of students at the Chinese University of Hong Kong, Sha Tin District (New Territories, Hong Kong) wore Guy Fawkes or other masks to graduation day to demonstrate against the mask ban and call on the government to meet the five demands, especially the demand for fully democratic elections. Some students chanted slogans before the graduation ceremony, and a student possibly from the mainland pointed at others with a knife. He was taken away by security. When Chinese national anthem was played during the ceremony, some students turned their back to the stage and chanted 'liberate Hong Kong, revolution of our time'. Banners were displayed around the campus stating 'We are not afraid of their guns, but they are afraid of our cameras' and 'Heaven slays the Communist Party' etc.",0,crowd size=several hundred,1611094729,yes
1331,CHN3025,2019-11-07,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China); NPP: New People's Party; DAB: Democratic Alliance for the Betterment and Progress of Hong Kong,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Ming Pao,Subnational,"On 7 November 2019, members of pro-Beijing parties (including the HKFTU, NPP and DAB) in Hong Kong staged a silent march protest from the Admiralty to the Harbour Centre in Wan Chai District. The protest was held to urge the government to maintain a safe and peaceful environment for the upcoming district election in Hong Kong. These party members also visited the hospital at night to support the pro-Beijing lawmaker who was attacked on 6 November.",0,crowd size=no report,1611094734,no
1332,CHN3249,2019-11-07,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,0,50,156,East Asia,China,Hong Kong,Kwun Tong,22.3109,114.2233,1,RTHK,Subnational,"On 7 November 2019, anti-ELAB demonstrators vandalised some shops in Sau Mau Ping Shopping Centre in Kwun Tong District (Kowloon City, Hong Kong) following an online call. They broke the windows of a shop, and damaged properties of a restaurant. They also spray-painted the shops with 'red capital'. No further report on this occasion.",0,crowd size=no report,1611094735,yes
1338,CHN3245,2019-11-06,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,0,60,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,Inmediahk.net; RTHK,Subnational,"On 6 November 2019, 400 to 500 students at the Chinese University of Hong Kong, Sha Tin District (New Territories, Hong Kong) marched on campus to support the students arrested during the recent anti-government demonstrations, protest against the police use of force, and urge the university president to stand by the students. They marched for 1 hour and dispersed.",0,crowd size=400 to 500,1611094729,no
1340,CHN3246,2019-11-06,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Wen Wei Po,Subnational,"On 6 November 2019, more than 30 citizens from the Defend Hong Kong Campaign petitioned at the Registration and Electoral Office in Wan Chai District (Hong Kong) after the attack of a pro-Beijing lawmaker in Tuen Mun on the same day. They demanded the government to respond to the attack and make sure that the upcoming election would take place in a safe and fair environment.",0,crowd size=more than 30,1611094737,no
1346,CHN3016,2019-11-05,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Five Demands Movement,5,1,15,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,Ming Pao; RTHK; Radio Free Asia,Subnational-International,"On 5 November 2019, hundreds to more than 1,000 anti-government demonstrators wearing Guy Fawkes masks from the 'V for Vendetta' movie took to the streets in Tsim Sha Tsui (Yau Tsim Mong District, Hong Kong) to demonstrate against the masks ban imposed by the government a month ago. They also raised their hands signalling the five demands. Some pro-government shops were vandalised by some demonstrators. Police fired water cannons to disperse people until midnight.",0,"crowd size=hundreds to more than 1,000",1611094729,yes
1347,CHN3011,2019-11-05,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Students (China),6,0,60,156,East Asia,China,Hong Kong,Sham Shui Po,22.3289,114.1586,1,Ming Pao,Subnational,"On 5 November 2019, at least 150 students at Ying WA College at Cheung Sha Wan (Sham Shui Po District, Hong Kong) staged a sit-in protest in the morning outside the school building to protest against the mask ban imposed by the government a month ago. They all wore the masks from 'V for Vendetta' movie, sat for an hour, and then went back to classes.",0,crowd size=at least 150,1611094734,no
